,State,District,No of wells monitored,Minimum,Maximum,0 to 2,in %,2 to 5,in %,5 to 10,in %,10 to 20,in %,20 to 40,in %,> 40,in %
0,Arunachal Pradesh,East Siang,6,8.00,1.37,3,50%,0,0%,3,50%,0,0%,0,0%,0,0%
1,Arunachal Pradesh,Lohit,1,4.82,4.82,0,0%,1,100%,0,0%,0,0%,0,0%,0,0%
2,Arunachal Pradesh,Lower Subansiri,2,2.25,1.23,1,50%,1,50%,0,0%,0,0%,0,0%,0,0%
3,Arunachal Pradesh,Papumpare,9,12.69,-0.21,6,67%,1,11%,1,11%,1,11%,0,0%,0,0%
