,State,District,No of wells monitored,Minimum,Maximum,0 to 2,in %,2 to 5,in %,5 to 10,in %,10 to 20,in %,20 to 40,in %,> 40,in %
0,Pondicherry,Karaikal,2,2.51,3.70,0,0%,2,100%,0,0%,0,0%,0,0%,0,0%
1,Pondicherry,Pondicherry,4,3.10,6.90,0,0%,3,75%,1,25%,0,0%,0,0%,0,0%
