,State,District,No of wells monitored,Minimum,Maximum,0 to 2,in %,2 to 5,in %,5 to 10,in %,10 to 20,in %,20 to 40,in %,> 40,in %
0,Goa,NORTH GOA,34,2.00,14.95,1,3%,18,53%,11,32%,4,12%,0,0%,0,0%
1,Goa,SOUTH GOA,30,1.75,14.95,2,7%,10,33%,13,43%,5,17%,0,0%,0,0%
