Lat,Long,Season,Year,Solar_Radiation,Precipitation,Surface_Pressure,Humidity,Dew_Frost_Point,Temp_Max,Temp_Min,Wind_Speed
21.92393,86.39437,Whole Year,1997,16.176666666666666,137.05750000000003,96.80583333333334,66.929,17.112,30.846,19.717,1.32
21.92393,86.39437,Summer,1997,19.017500000000002,128.73,96.5875,51.632,16.857,36.645,22.58,1.54
21.92393,86.39437,Rabi,1997,16.552,16.613999999999997,97.226,47.514,8.286,29.396,13.946,1.092
21.92393,86.39437,Autumn,1997,15.053333333333335,84.92666666666668,97.10666666666667,82.25,20.497,28.063,20.1,0.943
20.23087,85.04768,Autumn,1997,15.343333333333334,95.21,99.78333333333335,81.477,22.28,29.243,22.523,1.453
19.61426,82.28987,Winter,1997,15.669999999999998,9.27,95.615,50.39,6.915,26.425,11.605,1.48
19.61426,82.28987,Whole Year,1997,17.154999999999998,96.95583333333332,95.09166666666665,61.028,14.923,30.982,19.562,2.142
19.61426,82.28987,Summer,1997,20.555,72.1575,94.9175,39.815,12.622,36.668,22.702,2.435
19.61426,82.28987,Rabi,1997,18.34,17.127999999999997,95.44,43.764,6.402,29.758,14.22,1.594
26.2063,92.60509,Kharif,1997,16.214,199.82,97.56800000000001,80.342,22.964,30.786,23.152,0.652
26.2063,92.60509,Rabi,1997,16.496000000000002,19.445999999999998,98.33399999999999,54.408,8.746,26.652,12.086,0.632
26.2063,92.60509,Summer,1997,18.337500000000002,162.02249999999998,97.7275,57.658,16.68,32.915,20.23,0.815
26.2063,92.60509,Whole Year,1997,16.547500000000003,118.87833333333333,97.95333333333336,66.683,16.226,29.26,18.106,0.661
26.2063,92.60509,Winter,1997,15.555,3.54,98.535,56.32,7.33,24.29,9.965,0.505
26.1374,84.38583,Kharif,1997,19.056,186.38600000000002,99.53,70.222,22.352,33.61,25.23,2.0
18.26975,81.95504,Winter,1997,16.01,10.605,97.185,60.375,11.755,27.51,13.86,1.17
18.26975,81.95504,Whole Year,1997,17.561666666666667,98.30416666666666,96.71083333333333,65.019,17.626,31.702,20.91,1.611
18.26975,81.95504,Summer,1997,21.2175,65.35000000000001,96.5475,46.388,16.05,36.982,23.627,1.82
18.26975,81.95504,Rabi,1997,18.664,17.81,97.02000000000001,53.868,11.636,30.738,16.136,1.312
18.26975,81.95504,Autumn,1997,16.003333333333334,105.89333333333333,96.92,82.363,21.37,28.74,21.02,1.12
26.2063,92.60509,Autumn,1997,15.78,73.11999999999999,98.21999999999998,77.587,18.993,28.26,19.057,0.563
26.8249,94.1782,Whole Year,1997,15.935000000000002,140.35250000000002,97.07333333333332,68.039,15.992,27.878,17.993,0.699
26.8249,94.1782,Winter,1997,15.445,5.17,97.61,57.42,7.11,22.73,10.48,0.55
20.364,85.4612,Winter,1997,15.07,23.330000000000002,100.16,52.215,9.755,27.43,14.05,1.465
20.364,85.4612,Whole Year,1997,16.83583333333333,124.12500000000001,99.48916666666666,67.093,19.293,32.103,22.278,2.131
20.364,85.4612,Summer,1997,20.13,95.9,99.2525,53.012,19.128,37.57,25.165,2.685
20.82763,85.60303,Rabi,1997,17.436,18.86,100.03399999999999,52.064,11.692,31.024,16.03,1.394
20.82763,85.60303,Autumn,1997,15.343333333333334,90.04333333333334,99.88666666666667,82.597,22.207,29.4,21.85,1.203
26.8249,94.1782,Autumn,1997,15.53,75.73,97.33999999999999,77.807,18.353,26.983,18.857,0.673
26.8249,94.1782,Kharif,1997,16.113999999999997,240.336,96.702,79.452,22.312,30.076,22.734,0.748
26.8249,94.1782,Rabi,1997,15.7,32.886,97.434,58.524,9.146,24.66,12.376,0.652
26.8249,94.1782,Summer,1997,17.195,201.29500000000002,96.86500000000001,60.78,16.782,31.162,19.87,0.775
20.82763,85.60303,Summer,1997,20.13,101.6875,99.345,53.485,19.205,38.08,24.635,2.335
20.364,85.4612,Autumn,1997,15.343333333333334,95.21,99.78333333333335,81.477,22.28,29.243,22.523,1.453
21.23283,83.56069,Summer,1997,20.3425,63.650000000000006,98.245,34.552,12.885,39.355,24.645,2.098
21.23283,83.56069,Rabi,1997,17.696,9.094,98.966,43.436,7.518,30.224,13.936,1.364
21.23283,83.56069,Autumn,1997,15.613333333333335,79.76333333333334,98.81333333333332,81.257,21.327,28.847,20.93,1.223
21.51426,87.04349,Winter,1997,14.77,12.09,101.225,55.955,9.635,25.06,13.065,2.16
21.51426,87.04349,Whole Year,1997,16.931666666666665,138.19499999999996,100.5025,72.077,20.433,30.579,22.643,2.742
21.51426,87.04349,Summer,1997,19.91,133.755,100.26,66.012,21.988,34.768,25.418,3.358
21.51426,87.04349,Rabi,1997,17.058,20.012,100.98400000000001,58.46,13.216,28.394,16.744,2.242
21.06502,86.49907,Winter,1997,14.57,16.16,99.275,50.36,8.025,27.145,12.375,1.165
21.06502,86.49907,Whole Year,1997,16.176666666666666,134.89916666666667,98.61833333333333,68.228,18.664,31.813,20.931,1.616
21.06502,86.49907,Summer,1997,19.017500000000002,122.8,98.39,54.985,18.862,37.385,23.702,1.96
21.06502,86.49907,Autumn,1997,15.053333333333335,88.96333333333332,98.92,82.007,21.533,29.03,21.277,1.11
21.23283,83.56069,Winter,1997,15.36,15.0,99.2,48.695,7.09,26.535,10.82,1.24
21.23283,83.56069,Whole Year,1997,17.012499999999996,124.34499999999997,98.50249999999998,59.475,16.005,32.395,20.833,1.864
19.80693,83.03249,Rabi,1997,18.157999999999998,17.048000000000002,96.048,45.824,7.554,29.694,14.726,1.436
19.80693,83.03249,Autumn,1997,15.75,87.39,95.94,83.41,20.567,27.83,20.0,1.217
21.79726,84.00907,Winter,1997,15.275,13.584999999999999,98.435,46.945,5.855,26.02,9.985,1.38
21.79726,84.00907,Whole Year,1997,17.125833333333336,124.77416666666666,97.75249999999998,60.029,15.595,31.742,20.229,1.82
21.79726,84.00907,Summer,1997,20.6825,74.7125,97.50500000000001,35.698,12.672,38.598,23.902,2.035
21.79726,84.00907,Autumn,1997,15.479999999999999,84.79666666666667,98.06666666666666,81.267,20.873,28.337,20.477,1.21
19.80693,83.03249,Summer,1997,20.25,65.10499999999999,95.4875,40.075,13.305,37.293,23.06,2.292
26.4394,91.4404,Summer,1997,19.345,171.68,99.27,55.718,17.11,33.315,21.71,1.63
26.4394,91.4404,Whole Year,1997,17.285833333333336,127.29499999999996,99.51916666666665,66.821,17.018,29.571,19.309,1.312
26.4394,91.4404,Winter,1997,15.875,4.74,100.155,62.685,9.11,23.66,10.93,0.935
19.80693,83.03249,Winter,1997,15.674999999999999,12.07,96.22999999999999,51.22,7.48,26.335,12.27,1.245
19.80693,83.03249,Whole Year,1997,16.948333333333334,100.63916666666665,95.6775,61.818,15.597,31.224,19.96,1.952
20.25939,86.16609,Winter,1997,14.555,21.37,101.39,58.225,12.255,26.84,16.18,2.065
20.25939,86.16609,Whole Year,1997,16.133333333333336,125.27499999999999,100.70583333333333,73.072,21.365,31.177,23.634,2.934
20.25939,86.16609,Summer,1997,18.77,109.2975,100.48249999999999,66.82,22.61,35.1,25.962,3.725
20.25939,86.16609,Autumn,1997,14.993333333333334,88.65333333333332,100.98,80.64,22.99,29.553,24.077,2.0
20.82763,85.60303,Winter,1997,15.07,21.145,100.27,51.67,9.185,27.6,12.97,1.21
20.82763,85.60303,Whole Year,1997,16.83583333333333,126.95666666666666,99.58666666666666,67.877,19.222,32.334,21.638,1.85
20.23087,85.04768,Rabi,1997,17.436,19.672,99.926,52.102,12.032,30.78,16.932,1.67
20.86859,86.11638,Winter,1997,14.555,18.915000000000003,100.945,53.675,10.065,27.77,13.745,1.445
20.86859,86.11638,Whole Year,1997,16.133333333333336,129.12166666666667,100.25083333333333,69.712,20.088,32.36,22.165,2.102
20.86859,86.11638,Summer,1997,18.77,114.08000000000001,100.0125,58.583,20.72,37.545,24.908,2.675
20.86859,86.11638,Autumn,1997,14.993333333333334,87.91000000000001,100.54666666666667,82.01,22.497,29.753,22.423,1.37
20.23087,85.04768,Summer,1997,20.13,95.9,99.2525,53.012,19.128,37.57,25.165,2.685
31.6062,75.84975,Kharif,1997,20.068,114.48599999999999,95.54400000000001,49.678,16.956,35.04,24.268,1.424
32.08609,75.41143,Whole Year,1997,17.93583333333333,53.87,95.27833333333332,40.758,7.763,29.697,17.417,1.446
32.08609,75.41143,Rabi,1997,14.945999999999998,17.392,95.76599999999999,31.51,-2.158,23.37,10.13,1.42
32.08609,75.41143,Kharif,1997,19.85,94.748,94.796,47.674,16.012,35.144,23.8,1.4
30.55415,74.23614,Whole Year,1997,17.30166666666667,30.544999999999998,98.63083333333334,34.875,7.625,33.102,18.967,1.668
30.55415,74.23614,Rabi,1997,14.709999999999999,7.45,99.23800000000001,23.452,-4.988,26.562,9.814,1.476
30.55415,74.23614,Kharif,1997,19.068,51.196,98.04400000000001,39.706,16.466,39.164,26.712,1.9
31.27037,75.75157,Rabi,1997,15.307999999999998,11.136,98.1,30.17,-1.81,25.24,10.29,1.52
31.27037,75.75157,Kharif,1997,20.068,102.67999999999999,97.018,48.342,17.54,36.39,24.98,1.484
31.29695,75.55926,Whole Year,1997,18.374166666666664,55.711666666666666,97.54916666666666,40.48,8.804,31.359,18.393,1.524
31.29695,75.55926,Rabi,1997,15.307999999999998,11.136,98.1,30.17,-1.81,25.24,10.29,1.52
30.5955,76.41685,Whole Year,1997,18.55,58.952500000000015,97.58166666666666,40.772,8.959,31.445,18.552,1.661
31.29695,75.55926,Kharif,1997,20.068,102.67999999999999,97.018,48.342,17.54,36.39,24.98,1.484
31.6062,75.84975,Whole Year,1997,18.374166666666664,61.879999999999995,96.03583333333331,41.688,8.548,30.027,18.034,1.483
31.6062,75.84975,Rabi,1997,15.307999999999998,14.313999999999998,96.542,31.724,-1.446,23.934,10.696,1.458
30.5955,76.41685,Rabi,1997,16.11,8.818,98.122,29.196,-1.962,25.662,10.576,1.734
30.60309,74.78532,Whole Year,1997,17.30166666666667,38.33083333333334,98.48166666666667,36.789,8.062,32.679,18.664,1.615
