Lat,Long,Temp_Max,Temp_Min,Year
18.94615,75.67214,33.37,19.04,2000
18.94615,75.67214,33.07,19.43,2001
18.94615,75.67214,33.97,19.79,2002
18.94615,75.67214,34.08,20.06,2003
18.94615,75.67214,32.9,19.39,2004
18.94615,75.67214,32.26,19.27,2005
18.94615,75.67214,32.25,19.44,2006
18.94615,75.67214,32.77,19.6,2007
18.94615,75.67214,32.73,19.47,2008
18.94615,75.67214,33.29,19.96,2009
18.94615,75.67214,32.52,20.36,2010
18.94615,75.67214,32.91,19.48,2011
18.94615,75.67214,33.56,19.71,2012
18.94615,75.67214,32.4,19.94,2013
18.94615,75.67214,33.05,19.84,2014
18.94615,75.67214,33.74,20.0,2015
18.98503,73.46749,31.65,21.23,1997
18.98503,73.46749,31.9,21.64,1998
18.98503,73.46749,31.77,20.97,1999
18.98503,73.46749,32.13,20.93,2000
18.98503,73.46749,32.06,21.36,2001
18.98503,73.46749,32.93,21.7,2002
18.98503,73.46749,32.84,21.83,2003
18.98503,73.46749,32.25,21.55,2004
18.98503,73.46749,31.78,21.13,2005
18.98503,73.46749,31.88,21.52,2006
18.98503,73.46749,32.27,21.65,2007
18.98503,73.46749,31.94,21.33,2008
18.98503,73.46749,32.64,21.96,2009
18.98503,73.46749,31.78,22.19,2010
18.98503,73.46749,31.89,21.35,2011
18.98503,73.46749,32.08,21.21,2012
18.98503,73.46749,31.63,21.51,2013
18.98503,73.46749,32.37,21.7,2014
18.98503,73.46749,32.52,21.76,2015
19.04727,73.06734,32.13,21.1,1997
19.04727,73.06734,32.35,21.51,1998
19.04727,73.06734,32.32,20.88,1999
19.04727,73.06734,32.69,20.83,2000
19.04727,73.06734,32.6,21.24,2001
19.04727,73.06734,33.49,21.63,2002
19.04727,73.06734,33.23,21.65,2003
19.04727,73.06734,32.74,21.46,2004
19.04727,73.06734,32.33,20.98,2005
19.04727,73.06734,32.4,21.42,2006
19.04727,73.06734,32.74,21.52,2007
19.04727,73.06734,32.44,21.19,2008
19.04727,73.06734,33.16,21.85,2009
19.04727,73.06734,32.26,22.08,2010
19.04727,73.06734,32.49,21.21,2011
19.04727,73.06734,32.56,21.09,2012
19.04727,73.06734,32.06,21.32,2013
19.04727,73.06734,32.88,21.52,2014
19.04727,73.06734,32.98,21.63,2015
19.09398,77.47347,33.32,20.49,1997
19.09398,77.47347,33.14,21.02,1998
19.09398,77.47347,33.17,19.75,1999
19.09398,77.47347,33.94,19.9,2000
19.09398,77.47347,33.55,20.36,2001
19.09398,77.47347,34.43,20.7,2002
19.09398,77.47347,33.93,20.9,2003
19.09398,77.47347,33.82,20.34,2004
19.09398,77.47347,32.84,20.34,2005
19.09398,77.47347,32.64,20.22,2006
19.09398,77.47347,33.29,20.5,2007
19.09398,77.47347,33.28,20.29,2008
19.09398,77.47347,34.23,21.03,2009
19.09398,77.47347,33.13,21.36,2010
19.09398,77.47347,33.36,20.38,2011
19.09398,77.47347,33.7,20.68,2012
19.09398,77.47347,32.57,20.88,2013
19.09398,77.47347,33.8,20.77,2014
19.09398,77.47347,34.35,21.04,2015
19.23137,72.98281,29.68,24.4,1997
19.23137,72.98281,30.02,24.73,1998
19.23137,72.98281,29.73,23.99,1999
19.23137,72.98281,29.9,24.17,2000
19.23137,72.98281,29.93,24.39,2001
19.23137,72.98281,30.53,24.76,2002
19.23137,72.98281,30.46,24.84,2003
19.23137,72.98281,30.3,24.66,2004
19.23137,72.98281,29.8,24.2,2005
19.23137,72.98281,29.95,24.46,2006
19.23137,72.98281,30.23,24.64,2007
19.23137,72.98281,29.82,24.27,2008
19.23137,72.98281,30.44,24.87,2009
19.23137,72.98281,30.04,25.14,2010
19.23137,72.98281,30.03,24.42,2011
19.23137,72.98281,29.69,24.19,2012
19.23137,72.98281,29.62,24.42,2013
19.23137,72.98281,30.27,24.68,2014
19.23137,72.98281,30.46,24.82,2015
19.29546,79.06321,33.57,21.38,1997
19.29546,79.06321,33.78,21.99,1998
19.29546,79.06321,33.84,20.77,1999
19.29546,79.06321,34.75,21.06,2000
19.29546,79.06321,34.2,21.49,2001
19.29546,79.06321,34.91,21.69,2002
19.29546,79.06321,33.87,21.95,2003
19.29546,79.06321,34.24,21.18,2004
19.29546,79.06321,33.33,21.26,2005
19.29546,79.06321,33.51,21.24,2006
19.29546,79.06321,33.82,21.38,2007
19.29546,79.06321,33.57,21.07,2008
19.29546,79.06321,34.77,21.94,2009
19.29546,79.06321,33.78,22.36,2010
19.29546,79.06321,33.98,21.27,2011
19.29546,79.06321,33.92,21.63,2012
19.29546,79.06321,32.81,21.5,2013
19.29546,79.06321,34.08,21.58,2014
19.29546,79.06321,34.46,21.83,2015
19.30495,76.55323,33.45,20.37,1997
19.30495,76.55323,33.0,20.73,1998
19.30495,76.55323,33.25,19.57,1999
19.30495,76.55323,33.88,19.71,2000
19.30495,76.55323,33.54,20.13,2001
19.30495,76.55323,34.45,20.48,2002
19.30495,76.55323,34.22,20.67,2003
19.30495,76.55323,33.68,20.12,2004
19.30495,76.55323,32.85,20.11,2005
19.30495,76.55323,32.63,20.09,2006
19.30495,76.55323,33.27,20.3,2007
19.30495,76.55323,33.38,20.19,2008
19.30495,76.55323,34.09,20.77,2009
19.30495,76.55323,33.02,21.12,2010
19.30495,76.55323,33.39,20.18,2011
19.30495,76.55323,33.78,20.44,2012
19.30495,76.55323,32.6,20.69,2013
19.30495,76.55323,33.71,20.57,2014
19.30495,76.55323,34.3,20.8,2015
19.39839,81.49066,31.33,19.64,1997
19.39839,81.49066,31.59,20.26,1998
19.39839,81.49066,31.27,19.08,1999
19.39839,81.49066,31.68,19.16,2000
19.39839,81.49066,31.36,19.7,2001
19.39839,81.49066,32.46,19.7,2002
19.39839,81.49066,31.73,20.13,2003
19.39839,81.49066,30.73,18.98,2004
19.39839,81.49066,31.2,19.59,2005
19.39839,81.49066,30.9,19.41,2006
19.39839,81.49066,31.33,19.51,2007
19.39839,81.49066,31.03,19.17,2008
19.39839,81.49066,32.21,19.95,2009
19.39839,81.49066,31.56,20.36,2010
19.39839,81.49066,31.12,19.03,2011
19.39839,81.49066,31.5,19.5,2012
19.39839,81.49066,30.87,19.64,2013
19.39839,81.49066,31.03,19.41,2014
19.39839,81.49066,31.16,19.55,2015
19.43697,83.5782,31.81,20.72,1997
19.43697,83.5782,31.63,21.25,1998
19.43697,83.5782,31.63,20.2,1999
19.43697,83.5782,32.22,20.39,2000
19.43697,83.5782,31.71,20.78,2001
19.43697,83.5782,32.69,20.74,2002
19.43697,83.5782,32.0,20.97,2003
19.43697,83.5782,31.07,20.21,2004
19.43697,83.5782,31.74,20.83,2005
19.43697,83.5782,31.12,20.47,2006
19.43697,83.5782,31.44,20.47,2007
19.43697,83.5782,31.24,20.27,2008
19.43697,83.5782,32.77,21.01,2009
19.43697,83.5782,31.92,21.32,2010
19.43697,83.5782,31.56,20.12,2011
19.43697,83.5782,31.77,20.63,2012
19.43697,83.5782,31.51,20.66,2013
19.43697,83.5782,31.41,20.6,2014
19.43697,83.5782,31.52,20.79,2015
19.53643,77.21804,33.03,20.32,1997
19.53643,77.21804,32.87,20.76,1998
19.53643,77.21804,32.73,19.55,1999
19.53643,77.21804,33.86,19.68,2000
19.53643,77.21804,33.38,20.18,2001
19.53643,77.21804,34.22,20.53,2002
19.53643,77.21804,33.53,20.56,2003
19.53643,77.21804,33.74,20.2,2004
19.53643,77.21804,32.73,20.12,2005
19.53643,77.21804,32.49,20.13,2006
19.53643,77.21804,33.12,20.27,2007
19.53643,77.21804,33.24,20.16,2008
19.53643,77.21804,34.01,20.87,2009
19.53643,77.21804,32.92,21.15,2010
19.53643,77.21804,33.03,20.12,2011
19.53643,77.21804,33.23,20.38,2012
19.53643,77.21804,32.26,20.6,2013
19.53643,77.21804,33.53,20.59,2014
19.53643,77.21804,33.79,20.7,2015
19.61426,82.28987,30.97,19.59,1997
19.61426,82.28987,31.2,20.31,1998
19.61426,82.28987,30.73,19.23,1999
19.61426,82.28987,30.95,19.2,2000
19.61426,82.28987,30.79,19.87,2001
19.61426,82.28987,31.89,19.82,2002
19.61426,82.28987,31.38,20.35,2003
19.61426,82.28987,29.88,19.15,2004
19.61426,82.28987,30.58,19.67,2005
19.61426,82.28987,30.06,19.51,2006
19.61426,82.28987,30.62,19.62,2007
19.61426,82.28987,30.25,19.21,2008
19.61426,82.28987,31.58,20.05,2009
19.61426,82.28987,31.15,20.39,2010
19.61426,82.28987,30.0,19.01,2011
19.61426,82.28987,30.79,19.54,2012
19.61426,82.28987,30.34,19.66,2013
19.61426,82.28987,30.24,19.45,2014
19.61426,82.28987,30.37,19.63,2015
19.7983,85.8249,29.83,25.16,1997
19.7983,85.8249,29.8,25.39,1998
19.7983,85.8249,29.41,24.51,1999
19.7983,85.8249,29.65,24.86,2000
19.7983,85.8249,29.62,25.02,2001
19.7983,85.8249,29.67,24.91,2002
19.7983,85.8249,29.54,25.04,2003
19.7983,85.8249,29.54,24.63,2004
19.7983,85.8249,29.69,25.07,2005
19.7983,85.8249,29.51,24.89,2006
19.7983,85.8249,29.44,24.87,2007
19.7983,85.8249,29.3,24.79,2008
19.7983,85.8249,30.25,25.31,2009
19.7983,85.8249,30.0,25.48,2010
19.7983,85.8249,29.46,24.76,2011
19.7983,85.8249,29.71,24.88,2012
19.7983,85.8249,29.61,24.91,2013
19.7983,85.8249,29.71,24.87,2014
19.7983,85.8249,29.82,25.18,2015
19.80693,83.03249,31.21,19.99,1997
19.80693,83.03249,31.29,20.68,1998
19.80693,83.03249,31.04,19.68,1999
19.80693,83.03249,31.57,19.63,2000
19.80693,83.03249,31.03,20.2,2001
19.80693,83.03249,32.27,20.22,2002
19.80693,83.03249,31.54,20.62,2003
19.80693,83.03249,30.22,19.66,2004
19.80693,83.03249,31.03,20.16,2005
19.80693,83.03249,30.4,19.87,2006
19.80693,83.03249,30.99,20.0,2007
19.80693,83.03249,30.53,19.68,2008
19.80693,83.03249,31.94,20.45,2009
19.80693,83.03249,31.49,20.76,2010
19.80693,83.03249,30.57,19.47,2011
19.80693,83.03249,31.14,20.03,2012
19.80693,83.03249,30.72,20.09,2013
19.80693,83.03249,30.67,19.97,2014
19.80693,83.03249,30.86,20.17,2015
19.96549,75.82705,32.96,19.7,1997
19.96549,75.82705,32.45,19.86,1998
19.96549,75.82705,33.14,19.07,1999
19.96549,75.82705,33.63,19.14,2000
19.96549,75.82705,33.35,19.51,2001
19.96549,75.82705,34.17,19.92,2002
19.96549,75.82705,33.95,19.99,2003
19.96549,75.82705,33.27,19.61,2004
19.96549,75.82705,32.41,19.29,2005
19.96549,75.82705,32.32,19.57,2006
19.96549,75.82705,32.82,19.61,2007
19.96549,75.82705,33.19,19.61,2008
19.96549,75.82705,33.52,20.1,2009
19.96549,75.82705,32.57,20.41,2010
19.96549,75.82705,32.97,19.52,2011
19.96549,75.82705,33.5,19.74,2012
19.96549,75.82705,32.2,19.9,2013
19.96549,75.82705,33.12,19.84,2014
19.96549,75.82705,33.73,20.02,2015
19.98,73.78024,30.76,18.72,1997
19.98,73.78024,30.9,19.07,1998
19.98,73.78024,31.18,18.62,1999
19.98,73.78024,31.73,18.63,2000
19.98,73.78024,31.43,18.96,2001
19.98,73.78024,32.25,19.29,2002
19.98,73.78024,31.92,19.28,2003
19.98,73.78024,31.27,19.05,2004
19.98,73.78024,30.82,18.54,2005
19.98,73.78024,30.92,18.99,2006
19.98,73.78024,31.23,19.1,2007
19.98,73.78024,31.1,18.85,2008
19.98,73.78024,31.83,19.51,2009
19.98,73.78024,30.87,19.74,2010
19.98,73.78024,31.16,18.77,2011
19.98,73.78024,31.46,18.83,2012
19.98,73.78024,30.69,18.94,2013
19.98,73.78024,31.38,18.98,2014
19.98,73.78024,31.52,19.17,2015
20.03284,75.15895,32.87,19.51,1997
20.03284,75.15895,32.49,19.69,1998
20.03284,75.15895,33.29,19.07,1999
20.03284,75.15895,33.71,19.06,2000
20.03284,75.15895,33.48,19.41,2001
20.03284,75.15895,34.18,19.82,2002
20.03284,75.15895,33.79,19.82,2003
20.03284,75.15895,33.32,19.62,2004
20.03284,75.15895,32.38,19.06,2005
20.03284,75.15895,32.42,19.52,2006
20.03284,75.15895,32.81,19.52,2007
20.03284,75.15895,33.23,19.43,2008
20.03284,75.15895,33.66,19.98,2009
20.03284,75.15895,32.65,20.31,2010
20.03284,75.15895,33.08,19.43,2011
20.03284,75.15895,33.51,19.54,2012
20.03284,75.15895,32.13,19.65,2013
20.03284,75.15895,33.09,19.65,2014
20.03284,75.15895,33.62,19.86,2015
20.04287,85.49866,32.09,22.31,1997
20.04287,85.49866,31.94,22.68,1998
20.04287,85.49866,31.61,21.61,1999
20.04287,85.49866,32.11,21.89,2000
20.04287,85.49866,31.74,22.21,2001
20.04287,85.49866,32.0,22.07,2002
20.04287,85.49866,31.78,22.28,2003
20.04287,85.49866,31.48,21.65,2004
20.04287,85.49866,31.95,22.29,2005
20.04287,85.49866,31.29,21.85,2006
20.04287,85.49866,31.42,21.9,2007
20.04287,85.49866,31.08,21.75,2008
20.04287,85.49866,32.55,22.44,2009
20.04287,85.49866,32.21,22.68,2010
20.04287,85.49866,31.34,21.69,2011
20.04287,85.49866,32.01,22.04,2012
20.04287,85.49866,31.69,22.03,2013
20.04287,85.49866,31.46,21.88,2014
20.04287,85.49866,31.91,22.29,2015
20.06361,78.35058,33.34,20.81,1997
20.06361,78.35058,33.33,21.11,1998
20.06361,78.35058,33.3,20.05,1999
20.06361,78.35058,34.48,20.07,2000
20.06361,78.35058,33.72,20.66,2001
20.06361,78.35058,34.71,20.98,2002
20.06361,78.35058,33.65,21.08,2003
20.06361,78.35058,34.28,20.7,2004
20.06361,78.35058,33.27,20.49,2005
20.06361,78.35058,33.22,20.71,2006
20.06361,78.35058,33.71,20.78,2007
20.06361,78.35058,33.5,20.54,2008
20.06361,78.35058,34.51,21.38,2009
20.06361,78.35058,33.61,21.69,2010
20.06361,78.35058,33.48,20.46,2011
20.06361,78.35058,33.44,20.84,2012
20.06361,78.35058,32.67,21.0,2013
20.06361,78.35058,33.96,21.12,2014
20.06361,78.35058,34.06,21.14,2015
20.09706,79.49865,33.41,21.11,1997
20.09706,79.49865,33.53,21.49,1998
20.09706,79.49865,33.67,20.49,1999
20.09706,79.49865,34.65,20.51,2000
20.09706,79.49865,33.84,21.0,2001
20.09706,79.49865,34.87,21.27,2002
20.09706,79.49865,33.78,21.56,2003
20.09706,79.49865,34.3,20.92,2004
20.09706,79.49865,33.49,20.84,2005
20.09706,79.49865,33.61,21.03,2006
20.09706,79.49865,33.95,21.13,2007
20.09706,79.49865,33.6,20.76,2008
20.09706,79.49865,34.74,21.65,2009
20.09706,79.49865,33.97,22.07,2010
20.09706,79.49865,33.7,20.78,2011
20.09706,79.49865,33.74,21.23,2012
20.09706,79.49865,32.97,21.36,2013
20.09706,79.49865,33.98,21.33,2014
20.09706,79.49865,33.88,21.33,2015
20.11602,80.75973,31.92,20.21,1997
20.11602,80.75973,32.34,20.89,1998
20.11602,80.75973,32.19,19.87,1999
20.11602,80.75973,32.66,19.81,2000
20.11602,80.75973,32.15,20.38,2001
20.11602,80.75973,33.28,20.46,2002
20.11602,80.75973,32.34,20.89,2003
20.11602,80.75973,31.85,19.9,2004
20.11602,80.75973,31.99,20.24,2005
20.11602,80.75973,31.86,20.3,2006
20.11602,80.75973,32.07,20.37,2007
20.11602,80.75973,31.82,19.98,2008
20.11602,80.75973,33.17,20.85,2009
20.11602,80.75973,32.58,21.18,2010
20.11602,80.75973,31.63,19.83,2011
20.11602,80.75973,32.09,20.32,2012
20.11602,80.75973,31.43,20.43,2013
20.11602,80.75973,31.71,20.25,2014
20.11602,80.75973,31.94,20.38,2015
20.12895,84.0721,31.16,20.16,1997
20.12895,84.0721,31.17,20.79,1998
20.12895,84.0721,30.92,19.83,1999
20.12895,84.0721,31.73,19.86,2000
20.12895,84.0721,30.99,20.33,2001
20.12895,84.0721,31.67,20.3,2002
20.12895,84.0721,31.3,20.54,2003
20.12895,84.0721,30.55,19.9,2004
20.12895,84.0721,31.23,20.4,2005
20.12895,84.0721,30.59,20.04,2006
20.12895,84.0721,30.9,20.06,2007
20.12895,84.0721,30.45,19.84,2008
20.12895,84.0721,31.94,20.59,2009
20.12895,84.0721,31.6,20.86,2010
20.12895,84.0721,30.67,19.7,2011
20.12895,84.0721,31.29,20.24,2012
20.12895,84.0721,30.9,20.22,2013
20.12895,84.0721,30.67,20.08,2014
20.12895,84.0721,31.13,20.37,2015
20.23087,85.04768,32.09,22.31,1997
20.23087,85.04768,31.94,22.68,1998
20.23087,85.04768,31.61,21.61,1999
20.23087,85.04768,32.11,21.89,2000
20.23087,85.04768,31.74,22.21,2001
20.23087,85.04768,32.0,22.07,2002
20.23087,85.04768,31.78,22.28,2003
20.23087,85.04768,31.48,21.65,2004
20.23087,85.04768,31.95,22.29,2005
20.23087,85.04768,31.29,21.85,2006
20.23087,85.04768,31.42,21.9,2007
20.23087,85.04768,31.08,21.75,2008
20.23087,85.04768,32.55,22.44,2009
20.23087,85.04768,32.21,22.68,2010
20.23087,85.04768,31.34,21.69,2011
20.23087,85.04768,32.01,22.04,2012
20.23087,85.04768,31.69,22.03,2013
20.23087,85.04768,31.46,21.88,2014
20.23087,85.04768,31.91,22.29,2015
20.25939,86.16609,31.17,23.65,1997
20.25939,86.16609,31.16,24.02,1998
20.25939,86.16609,30.83,23.05,1999
20.25939,86.16609,30.8,23.25,2000
20.25939,86.16609,30.86,23.5,2001
20.25939,86.16609,31.05,23.42,2002
20.25939,86.16609,30.91,23.63,2003
20.25939,86.16609,30.87,23.03,2004
20.25939,86.16609,31.01,23.63,2005
20.25939,86.16609,30.75,23.27,2006
20.25939,86.16609,30.7,23.35,2007
20.25939,86.16609,30.56,23.34,2008
20.25939,86.16609,31.7,23.81,2009
20.25939,86.16609,31.39,24.0,2010
20.25939,86.16609,30.7,23.21,2011
20.25939,86.16609,31.17,23.39,2012
20.25939,86.16609,30.95,23.27,2013
20.25939,86.16609,30.95,23.18,2014
20.25939,86.16609,30.89,23.47,2015
20.30661,77.242,33.08,20.29,1997
20.30661,77.242,32.88,20.62,1998
20.30661,77.242,32.79,19.53,1999
20.30661,77.242,34.06,19.62,2000
20.30661,77.242,33.49,20.14,2001
20.30661,77.242,34.35,20.48,2002
20.30661,77.242,33.44,20.39,2003
20.30661,77.242,33.89,20.17,2004
20.30661,77.242,32.94,20.01,2005
20.30661,77.242,32.72,20.22,2006
20.30661,77.242,33.35,20.28,2007
20.30661,77.242,33.48,20.19,2008
20.30661,77.242,34.08,20.85,2009
20.30661,77.242,33.03,21.09,2010
20.30661,77.242,33.16,20.06,2011
20.30661,77.242,33.13,20.23,2012
20.30661,77.242,32.28,20.48,2013
20.30661,77.242,33.65,20.62,2014
20.30661,77.242,33.6,20.56,2015
20.364,85.4612,32.09,22.31,1997
20.364,85.4612,31.94,22.68,1998
20.364,85.4612,31.61,21.61,1999
20.364,85.4612,32.11,21.89,2000
20.364,85.4612,31.74,22.21,2001
20.364,85.4612,32.0,22.07,2002
20.364,85.4612,31.78,22.28,2003
20.364,85.4612,31.48,21.65,2004
20.364,85.4612,31.95,22.29,2005
20.364,85.4612,31.29,21.85,2006
20.364,85.4612,31.42,21.9,2007
20.364,85.4612,31.08,21.75,2008
20.364,85.4612,32.55,22.44,2009
20.364,85.4612,32.21,22.68,2010
20.364,85.4612,31.34,21.69,2011
20.364,85.4612,32.01,22.04,2012
20.364,85.4612,31.69,22.03,2013
20.364,85.4612,31.46,21.88,2014
20.364,85.4612,31.91,22.29,2015
20.43225,73.14803,32.57,20.93,1997
20.43225,73.14803,32.66,21.36,1998
20.43225,73.14803,33.03,20.85,1999
20.43225,73.14803,33.56,20.96,2000
20.43225,73.14803,33.12,21.05,2001
20.43225,73.14803,33.78,21.41,2002
20.43225,73.14803,33.31,21.3,2003
20.43225,73.14803,33.23,21.37,2004
20.43225,73.14803,32.79,20.7,2005
20.43225,73.14803,32.86,21.25,2006
20.43225,73.14803,33.1,21.31,2007
20.43225,73.14803,32.85,20.95,2008
20.43225,73.14803,33.61,21.68,2009
20.43225,73.14803,32.62,21.83,2010
20.43225,73.14803,33.25,21.08,2011
20.43225,73.14803,32.94,20.93,2012
20.43225,73.14803,32.27,21.02,2013
20.43225,73.14803,33.28,21.24,2014
20.43225,73.14803,33.36,21.44,2015
20.50421,86.41599,32.35,22.19,1997
20.50421,86.41599,32.27,22.62,1998
20.50421,86.41599,32.11,21.7,1999
20.50421,86.41599,31.97,21.71,2000
20.50421,86.41599,31.93,22.05,2001
20.50421,86.41599,32.41,22.05,2002
20.50421,86.41599,32.12,22.25,2003
20.50421,86.41599,31.99,21.63,2004
20.50421,86.41599,32.19,22.25,2005
20.50421,86.41599,31.84,21.86,2006
20.50421,86.41599,31.75,21.86,2007
20.50421,86.41599,31.61,21.87,2008
20.50421,86.41599,32.94,22.45,2009
20.50421,86.41599,32.66,22.59,2010
20.50421,86.41599,31.78,21.73,2011
20.50421,86.41599,32.52,21.98,2012
20.50421,86.41599,32.08,21.8,2013
20.50421,86.41599,31.98,21.72,2014
20.50421,86.41599,32.07,22.04,2015
20.53036,82.52434,31.95,20.3,1997
20.53036,82.52434,32.18,20.87,1998
20.53036,82.52434,32.25,20.03,1999
20.53036,82.52434,32.72,19.78,2000
20.53036,82.52434,31.93,20.5,2001
20.53036,82.52434,33.32,20.48,2002
20.53036,82.52434,32.36,20.96,2003
20.53036,82.52434,31.15,19.88,2004
20.53036,82.52434,31.89,20.38,2005
20.53036,82.52434,31.56,20.21,2006
20.53036,82.52434,31.79,20.39,2007
20.53036,82.52434,31.38,19.99,2008
20.53036,82.52434,32.84,20.78,2009
20.53036,82.52434,32.55,21.04,2010
20.53036,82.52434,31.16,19.78,2011
20.53036,82.52434,31.82,20.23,2012
20.53036,82.52434,31.28,20.29,2013
20.53036,82.52434,31.38,20.11,2014
20.53036,82.52434,31.74,20.53,2015
20.53728,81.70915,31.82,20.21,1997
20.53728,81.70915,32.3,20.88,1998
20.53728,81.70915,32.22,20.08,1999
20.53728,81.70915,32.52,19.75,2000
20.53728,81.70915,31.9,20.46,2001
20.53728,81.70915,33.27,20.51,2002
20.53728,81.70915,32.22,20.9,2003
20.53728,81.70915,31.31,19.97,2004
20.53728,81.70915,31.81,20.32,2005
20.53728,81.70915,31.52,20.37,2006
20.53728,81.70915,31.69,20.43,2007
20.53728,81.70915,31.48,20.03,2008
20.53728,81.70915,32.92,20.9,2009
20.53728,81.70915,32.45,21.07,2010
20.53728,81.70915,30.91,19.79,2011
20.53728,81.70915,31.61,20.19,2012
20.53728,81.70915,31.13,20.32,2013
20.53728,81.70915,31.22,20.14,2014
20.53728,81.70915,31.54,20.41,2015
20.56493,76.45492,33.25,20.07,1997
20.56493,76.45492,33.02,20.39,1998
20.56493,76.45492,33.32,19.47,1999
20.56493,76.45492,34.36,19.5,2000
20.56493,76.45492,33.93,19.94,2001
20.56493,76.45492,34.69,20.29,2002
20.56493,76.45492,33.89,20.25,2003
20.56493,76.45492,34.01,20.11,2004
20.56493,76.45492,33.17,19.71,2005
20.56493,76.45492,33.0,20.18,2006
20.56493,76.45492,33.55,20.15,2007
20.56493,76.45492,33.99,20.11,2008
20.56493,76.45492,34.17,20.61,2009
20.56493,76.45492,33.2,20.92,2010
20.56493,76.45492,33.46,19.99,2011
20.56493,76.45492,33.51,19.99,2012
20.56493,76.45492,32.42,20.21,2013
20.56493,76.45492,33.74,20.37,2014
20.56493,76.45492,33.77,20.34,2015
20.60886,83.16558,32.31,20.61,1997
20.60886,83.16558,32.3,21.13,1998
20.60886,83.16558,32.44,20.18,1999
20.60886,83.16558,33.18,20.09,2000
20.60886,83.16558,32.27,20.71,2001
20.60886,83.16558,33.53,20.67,2002
20.60886,83.16558,32.7,21.22,2003
20.60886,83.16558,31.37,20.07,2004
20.60886,83.16558,32.23,20.67,2005
20.60886,83.16558,31.83,20.35,2006
20.60886,83.16558,32.12,20.59,2007
20.60886,83.16558,31.56,20.18,2008
20.60886,83.16558,33.07,20.95,2009
20.60886,83.16558,32.92,21.29,2010
20.60886,83.16558,31.64,20.02,2011
20.60886,83.16558,32.22,20.5,2012
20.60886,83.16558,31.65,20.52,2013
20.60886,83.16558,31.76,20.37,2014
20.60886,83.16558,32.07,20.79,2015
20.76697,77.25413,33.26,20.42,1997
20.76697,77.25413,33.12,20.65,1998
20.76697,77.25413,33.17,19.72,1999
20.76697,77.25413,34.44,19.77,2000
20.76697,77.25413,33.78,20.25,2001
20.76697,77.25413,34.66,20.56,2002
20.76697,77.25413,33.56,20.48,2003
20.76697,77.25413,34.24,20.32,2004
20.76697,77.25413,33.36,20.06,2005
20.76697,77.25413,33.16,20.41,2006
20.76697,77.25413,33.77,20.45,2007
20.76697,77.25413,33.85,20.37,2008
20.76697,77.25413,34.37,21.01,2009
20.76697,77.25413,33.4,21.21,2010
20.76697,77.25413,33.55,20.21,2011
20.76697,77.25413,33.32,20.33,2012
20.76697,77.25413,32.59,20.58,2013
20.76697,77.25413,34.0,20.81,2014
20.76697,77.25413,33.73,20.64,2015
20.82562,78.61217,33.27,20.81,1997
20.82562,78.61217,33.19,20.96,1998
20.82562,78.61217,33.39,20.11,1999
20.82562,78.61217,34.43,20.05,2000
20.82562,78.61217,33.63,20.6,2001
20.82562,78.61217,34.72,20.92,2002
20.82562,78.61217,33.52,21.01,2003
20.82562,78.61217,34.26,20.58,2004
20.82562,78.61217,33.31,20.45,2005
20.82562,78.61217,33.24,20.68,2006
20.82562,78.61217,33.69,20.65,2007
20.82562,78.61217,33.5,20.51,2008
20.82562,78.61217,34.52,21.37,2009
20.82562,78.61217,33.67,21.65,2010
20.82562,78.61217,33.31,20.3,2011
20.82562,78.61217,33.32,20.76,2012
20.82562,78.61217,32.62,20.87,2013
20.82562,78.61217,33.84,21.03,2014
20.82562,78.61217,33.49,20.83,2015
20.82763,85.60303,32.33,21.66,1997
20.82763,85.60303,32.22,22.07,1998
20.82763,85.60303,32.05,21.12,1999
20.82763,85.60303,32.25,21.2,2000
20.82763,85.60303,32.01,21.57,2001
20.82763,85.60303,32.36,21.49,2002
20.82763,85.60303,32.14,21.72,2003
20.82763,85.60303,31.79,21.05,2004
20.82763,85.60303,32.28,21.73,2005
20.82763,85.60303,31.63,21.27,2006
20.82763,85.60303,31.74,21.32,2007
20.82763,85.60303,31.44,21.26,2008
20.82763,85.60303,32.88,21.86,2009
20.82763,85.60303,32.65,22.06,2010
20.82763,85.60303,31.7,21.19,2011
20.82763,85.60303,32.43,21.45,2012
20.82763,85.60303,32.06,21.36,2013
20.82763,85.60303,31.79,21.22,2014
20.82763,85.60303,32.14,21.61,2015
20.84012,75.53019,33.28,19.98,1997
20.84012,75.53019,33.06,20.25,1998
20.84012,75.53019,33.68,19.48,1999
20.84012,75.53019,34.4,19.48,2000
20.84012,75.53019,34.09,19.88,2001
20.84012,75.53019,34.73,20.24,2002
20.84012,75.53019,34.01,20.19,2003
20.84012,75.53019,33.93,20.06,2004
20.84012,75.53019,33.05,19.54,2005
20.84012,75.53019,33.02,20.06,2006
20.84012,75.53019,33.46,20.03,2007
20.84012,75.53019,33.9,19.94,2008
20.84012,75.53019,34.21,20.49,2009
20.84012,75.53019,33.22,20.81,2010
20.84012,75.53019,33.58,19.9,2011
20.84012,75.53019,33.77,19.93,2012
20.84012,75.53019,32.47,20.06,2013
20.84012,75.53019,33.69,20.19,2014
20.84012,75.53019,33.86,20.26,2015
20.85,72.9167,29.93,24.09,1997
20.85,72.9167,30.29,24.47,1998
20.85,72.9167,30.37,23.92,1999
20.85,72.9167,30.65,24.13,2000
20.85,72.9167,30.3,24.09,2001
20.85,72.9167,30.58,24.27,2002
